word,ipa,phones,confidence,commentary,g2p_output,matched
Ardahan,/ˈaɾ.da.han/,a ɾ d a h a n,0.84,"DOĞRU KURALLAR: Yer Adı Vurgusu (Sezer Kuralı) gereğince Türkçe toponimlerde vurgu standart yapıdan saparak geriye çekilir. Ardahan kelimesi hece ağırlığı bakımından Ağır-Hafif-Ağır (Ar-da-han) yapısındadır. Bu hece tipolojisinde birincil vurgu son heceye değil, sondan üçüncü (ilk) ağır heceye kayar. Ünsüzler açısından 'ɾ' alveolar çarpma (flap) olarak üretilir. HATA ANALİZİ: Referans çıktıların her ikisi de kelimenin toponim olduğunu algılayamamış ve standart bir sözcük gibi değerlendirerek doğrudan varsayılan son hece vurgusu kuralını (aɾ.da.ˈhan) işletmiştir. Ayrıca sözcüğün 'han' ile bitmesinin toponim yapısındaki vurguyu etkilemediği gözden kaçırılmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin NLP modülüne toponimler için anlamsal bir etiketleme (NER) ve şu fonolojik kural eklenmelidir: 'Özel İsim/Toponim Vurgu İstisnası: İlgili kelime bir yer adı ise varsayılan kelime sonu vurgu formülünü pasifize et. Kelimenin hece dizilimi H-L-H (Ağır-Hafif-Ağır) şeklinde ise birincil vurguyu (ˈ) sondan üçüncü (antepenultimate) heceye sabitle.'",/aɾ.da.ˈhan/,false
Arnavutluk'u,/aɾ.na.βut.ɫu.ˈkʰu/,a ɾ n a β u t ɫ u kʰ u,0.9,"DOĞRU KURALLAR: 1) Ünsüzler ve Varyantlar: 'l' ünsüzü kalın ünlülerin (a, u) bulunduğu ortamlarda velarlaşıp kalın L [ɫ] sesine dönüşür. Dudaklı ünlülerin (u, y, o, œ) komşuluğundaki 'v' sürtünmelisi, dudaksıllaşarak çift dudak varyantı olan [β] olarak sesletilir. 2) Aspirasyon ve Yumuşama: 'k' patlayıcısı hece başında bulunduğunda soluklu [kʰ] telaffuz edilir. Özel isimlere getirilen ekler kesmeyle ayrıldığı için standart k-g/ğ (lenisyon) kuralı genellikle dışarıda bırakılır ve özenli okuyuşta (careful speech) patlayıcı ve soluklu form korunur. 3) Heceleme ve Vurgu: Sözcük ar.na.vut.lu.ku şeklinde hecelenir. Çekim eki Türkçe vurgu kuralları gereği birincil vurguyu son heceye [ˈkʰu] taşır. HATA ANALİZİ: Referans 1 kuralları büyük ölçüde doğru uygulamış ancak izin verilen sembol havuzunun dışına çıkarak sistem dışı bir diyakritik (β̞) kullanmıştır. Referans 2 ise ezbere fonemik dizilim yapmış; kalın [ɫ] sesini doğru verse de patlayıcıların solukluluk (kʰ) kuralını ve v sesinin dudaklı ünlü yanındaki [β] daralmasını uygulamadan geniş transkripsiyonda kalmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu katı kurallar dahil edilmelidir: 1) Karakter Sınırlandırması (Validation): Çıktı üretirken sadece izin verilen harf havuzundaki (örn. [β]) sembolleri kullan; ekstra diyakritik eklemelerinden kesinlikle kaçın. 2) Bağlamsal v Daralması: Eğer v ünsüzünün hemen öncesinde veya sonrasında dudaklı/yuvarlak bir ünlü (u, y, o, œ) varsa, çıktıda v yerine mutlak biçimde bilabial varyantı [β] kullan. 3) Hece Başı Aspirasyon: Hece başına denk gelen k, p, t ötümsüz patlayıcılarını soluklu [kʰ vb.] işaretle; özel isim vurgularında yazım bazlı harf muhafazası olduğu durumları hesapla.",/aɾ.na.β̞ut.ɫu.ˈkʰu/,false
Atlantik Okyanusu,/at.ɫan.ˈtʰicok.ja.nu.ˈsu/,a t ɫ a n tʰ i c o k j a n u s u,0.95,"DOĞRU KURALLAR: Girdi bir belirtisiz isim tamlamasıdır. 'Atlantik' kelimesinde kalın ünlü 'a'ya komşu olan 'l' harfi kalın/velarize edilerek [ɫ] üretilir. Son hecedeki 't' hece başında olduğu için solukludur [tʰ], 'k' ise ince ünlü 'i'den sonra geldiği için damaksıllaşarak [c] olur. İki sözcük de taban vurgularını ve kendi fonolojik kimliklerini korur; kelimeler arasında ulama (liaison) yapılabilecek olsa da sözlük tipi dar fonetik çevirilerde kelimeler boşlukla ayrılır. HATA ANALİZİ: Referans 2, iki farklı kelimeyi hece sınırı (nokta) ile birleştirerek tek bir kelimeymiş gibi analiz etmiştir. Ayrıca 'i' sonrasındaki 'k' sesinin damaksıl (c) varyantını ve 't' sesinin aspirasyonunu (tʰ) atlayarak ezberci bir haritamalar yapmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu kurallar eklenmelidir: 1) 'Ayrı Yazım Kuralı: Birden fazla sözcükten oluşan tamlamalarda sözcükleri birleştirme, aralarında boşluk bırak ve her birinin hece sınırlarını/vurgularını kendi içinde izole olarak değerlendir.' 2) 'Damaksıl k [c] Kuralı: Ön ünlülerden (e, i, œ, y) hemen sonra gelen ve hece veya kelime sonunda yer alan 'k' harflerini istisnasız olarak damaksıl [c] şeklinde haritala.'",/at.ɫan.ˈtʰicok.ja.nu.ˈsu/,true
Bahaisi,/ba.ha.i.ˈsi/,b a h a i s i,0.85,"DOĞRU KURALLAR: Kelime 'Bahaî' (Baha ismiyle anılan inanca mensup) köküne iyelik ekinin (-si) gelmesiyle oluşmuştur. Arapça/Farsça kökenli özgün varyantında uzun ünlüler (Bahâî) bulunsa da, güncel standart yazımda düzeltme işareti kullanılmadığından modern sesletimde bu ünlüler kısa [a] ve [i] olarak telaffuz edilme eğilimindedir. İki ünlü yan yana geldiğinde (hiatus) araya [j] kayıcı sesi eklenmez, heceler 'a.i' şeklinde ardışık okunur. Vurgu, Türkçenin genel kuralına uygun olarak son hecededir. HATA ANALİZİ: Referans çıktılar heceleme, ünlü dizilimi ve vurgu yerini doğru kurgulamış; ancak fonetik bir dar çeviri (narrow transcription) istendiği halde çıktıyı köşeli parantez [ ] yerine geniş/fonemik çeviri göstergesi olan / / işaretleri arasında vererek biçimsel bir hata yapmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Format Kuralı: İstenen yapı dar çeviri (narrow transcription) ise, çıktıyı her zaman köşeli parantezler [ ] içinde formatla ve slashes (/ /) kullanımından kaçın.' 2) 'Ünlü Çatışması (Hiatus) Kuralı: 'Bahaî' gibi yazılışında iki ünlünün yan yana olduğu alıntı veya özel isimlerde, araya epentetik (türeyen) [j] sesi eklemeden hece sınırını (.) doğrudan iki ünlü arasında koru.'",/ba.ha.i.ˈsi/,true
Bahâîsini,/ba.haː.iː.si.ˈni/,b a h aː iː s i n i,0.95,"DOĞRU KURALLAR: Kelime Arapça kökenli 'Baha' kelimesine nispet 'î' sinin gelmesiyle oluşan 'Bahâî' derivesi üzerine iyelik '-si' ve belirtme durumu '-ni' eklerinin getirilmesiyle oluşturulmuştur. Ortografide yer alan şapkalı ünlüler (â, î), söyleyişte uzun ünlülere [aː, iː] dönüşür. Vurgu kuralı gereği, belirtme hâl eki vurguyu kendi üzerine çeker ve birincil vurgu son hecededir. Hece başı patlayıcı olarak sadece ötümlü [b] bulunduğu için aspirasyon uygulanmaz. HATA ANALİZİ: Referans çıktılar temel fonolojik dizilimi (ünlü uzunlukları ve vurgu konumu) doğru yakalamıştır. Ancak Referans 2'de hece sınırları konmamış ve dar çeviri köşeli parantezi [ ] yerine fonemik eğik çizgi / / kullanılmıştır. Modelin odaklanması gereken nokta, dar çevirinin yapısal bütünlüğü ve standartlarına tam uymaktır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Şapkalı Ünlü Haritalama: Yazım dilinde â, î ve û barındıran kelimelerde bu ünlüleri doğrudan standart uzun ünlü varyantlarına [aː, iː, uː] çevir.' 2) 'Çıktı Standartizasyonu: Tüm transkripsiyon çıktılarını kesinlikle [ ] içinde ver ve açıkça nokta (.) ile ayrıştırılmış hece sınırlarını (hata riskini azaltmak için birleştirilmiş çıktıda dâhi) koru.'",/ba.haː.iː.si.ˈni/,true
Bayburt,/ˈbaj.buɾt/,b a j b u ɾ t,0.95,"DOĞRU KURALLAR: Kelime bir Türkçe yer adıdır. Yer adlarında vurgu (Sezer kuralı gereği) genellikle son heceden önceki ağırlıklı heceye/ilke heceye kayar. 'Bay' hecesi kapalı (ağır) yapıda olduğu için birincil vurguyu çeker [ˈbaj]. Diğer fonemler standarttır; 'y' sesi [j], 'r' sesi [ɾ] ile gösterilir. Kelime sonundaki 't' aspirasyon almadan yalın kalır [t]. HATA ANALİZİ: Hem Referans 1 hem de Referans 2, vurguyu son heceye [baj.ˈbuɾt] koyarak yer isimlerindeki istisnai vurgu durumu yerine genel standart kelime sonu vurgu kuralını işletmiştir. Ayrıca Referans 1, sistemin izin verilen sembol havuzunda olmayan ötümsüz alveolar titrek diyakritikli 'ɾ̞̊' sembolünü üreterek kural ihlali yapmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki kural derhal entegre edilmelidir: 1) Yer Adı Vurgu İhlali Engeli: 'Özel nitelikli yerleşim isimleri (Bayburt, Ankara, Bursa vb.) analiz edilirken varsayılan son hece vurgusunu iptal et ve hece ağırlığına göre vurguyu ilk (veya sondan bir önceki) heceye konumlandır.' 2) Kesin Sembol Filtresi: 'Fonolojik dönüşüm sonrası metni izin verilen havuzla (whitelist) karşılaştır; ɾ̞̊ gibi tanımlanmamış dar veya geniş diyakritik işaretlerini budayarak geçerli sembole ([ɾ]) indirge.'",/baj.ˈbuɾ̞̊t/,false
Birleşmiş Milletler Teşkilatı,/biɾ.leʃ.ˈmiʃmil.let.ˈlæɾtʰeʃ.ci.la.ˈtʰɯ/,b i ɾ l e ʃ m i ʃ m i l l e t l æ ɾ tʰ e ʃ c i l a tʰ ɯ,0.92,"DOĞRU KURALLAR: Kelime öbeğindeki sözcükler kendi vurgularını son hecelerinde korur. 'Teşkilatı' kelimesinin başındaki ve son hecesindeki 't' sesleri hece başında oldukları için solukludur [tʰ]. Ancak 'k' sesi, kendisinden önce gelen [ʃ] sürtünmelisinin etkisiyle solukluğunu yitirir ve ince ünlüyle yan yana olduğundan damaksıl [c] olarak çıkar. Türkçe 'e' ünlüsü, /l, m, n, ɾ/ gibi akıcı ünsüzler önünde kapalı hecede açık [æ] olarak okunurken (örn. -ler), /ʃ, t/ önünde kapalı [e] olarak telaffuz edilir (leş, let). Arapça kökenli 'teşkilat' kelimesindeki 'l', ardından kalın 'a' gelse de ince ve damaksıldır [l]. HATA ANALİZİ: Referans 1, ayrım yapmaksızın her 'e' sesini ezbere açık [æ] yapmış ve 'k' sesini [ʃ] sonrasında olmasına rağmen hatalı şekilde aspire etmiştir [cʰ]. Ayrıca havuz dışı ve gereksiz daraltılmış semboller kullanmıştır. Referans 2 ise kelime aralarındaki boşlukları yok sayıp tüm öbeği tek kelime gibi (.) ile birleştirmiş, kapalı/açık 'e' ayrımını yapmamış, 'k' sesini damaksıllaştırmamış ve alıntı kelimedeki patlayıcıların (t) aspirasyon kurallarını uygulamayarak fazla geniş (broad) bir çeviri yapmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) Ünlü Açıklığı Kuralı: /e/ ünlüsünü, /l, m, n, ɾ/ koda (hece sonu) ünsüzlerinden önce [æ] olarak, diğer ünsüzlerden önce [e] olarak haritala. 2) Aspirasyon İptali: /s/ veya /ʃ/ sürtünmelilerinden hemen sonra (hece sınırı olsa dahi) gelen /p, t, k, c/ patlayıcılarında aspirasyon (ʰ) işaretini iptal et. 3) Boşluk Yönetimi: Çoklu kelimeden oluşan öbeklerde, kelime sınırlarını '.' ile uç uca eklemek yerine standart boşluk (space) ile ayır.",/biɾ.læʃ.ˈmiʃmil.læt.ˈlæɾ̞̊tʰæʃ.cʰi.la.ˈtʰɯ/,false
Bitlis,/ˈbit.lis/,b i t l i s,0.95,"DOĞRU KURALLAR: Kelime bir yer ismidir (toponim). Türkçede yer adları standart sözcük sonu vurgu kuralından saparak vurguyu öne çeker (Sezer Vurgu Kuralı). İki heceli yer isimlerinde vurgu kural gereği ilk hecededir. 'i' ünlüleri ön/ince olduğu için 'l' sesi de ince [l] olarak gerçekleşir. Hece sonundaki patlayıcı ünsüz 't' aspire edilmez [t]. HATA ANALİZİ: Referans çıktıların her ikisi de kelimenin bir yer ismi (özel isim) olduğunu leksikal olarak analiz edememiş ve ezbere standart Türkçe kelime sonu vurgu kuralını işleterek vurguyu son heceye [ˈlis] taşımıştır. Sistem, patlayıcı/ince ünsüz kurallarını doğru bilmesine rağmen isim kategorilerine göre değişen vurgu kurallarından yoksundur. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya isim sınıflarına dair şu kural eklenmelidir: 'Sözlüksel İstisna Kontrolü: İşlenen kelimenin bir yer ismi (toponim) olup olmadığını kontrol et. Eğer yer ismiyse (şehir, ilçe adları vb.), varsayılan kelime sonu vurgusu kuralını devredışı bırak ve Sezer Toponim Vurgu Kuralları'nı işleterek iki heceli kelimelerde birincil vurguyu (ˈ) ilk heceye sabitle.'",/bit.ˈlis/,false
Burdur,/ˈbuɾ.duɾ/,b u ɾ d u ɾ,0.95,"DOĞRU KURALLAR: 'Burdur' kelimesi iki kapalı heceden (CVC.CVC) oluşan bir yer ismidir (toponim). Türkçe yer isimlerinde Sezer vurgu kuralı (Sezer stress) gereği, ilk hece de ikinci hece de ağır (kapalı) ise vurgu ilk heceye çekilir [ˈbuɾ]. Tüm ünsüzler bağlama uygun standart varyantlarındadır. HATA ANALİZİ: Referans 1, vurguyu doğru tespit etmesine rağmen belirtilen sembol havuzunun dışına çıkarak kelime sonu r sesi için ötümsüz-sürtünmeli diyakritik (ɾ̞̊) kullanmıştır. Referans 2 ise yer isimlerindeki özel vurgu kuralını atlayarak standart kelime sonu vurgusu [ˈduɾ] hatasına düşmüştür. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Toponim Vurgu Kuralı (Sezer): İki kapalı heceden (Ağır-Ağır yapı) oluşan Türkçe il, ilçe vb. yer isimlerinde (Burdur, Samsun, Mersin) birincil vurguyu (ˈ) daima ilk heceye yerleştir.' 2) 'Katı Karakter Doğrulaması (Strict Validation): Çıktı üretirken hece sonu r seslerini sürtünmeli veya ötümsüz yapsa bile sadece izin verilen sembol havuzundaki [ɾ] karakterini kullan, havuz dışı harf ve diyakritik (ɾ̞̊ vb.) kullanımını kesinlikle yasakla.'",/ˈbuɾ.duɾ̞̊/,false
Bursa,/ˈbuɾ.sa/,b u ɾ s a,0.98,"DOĞRU KURALLAR: Kelime bir yer ismidir (toponim). Türkçede yer isimleri standart kelime sonu vurgu kuralına (oksiton) tabi değildir. 'Sezer Kuralı' olarak bilinen yapısal fonoloji kuralına göre, iki heceli Türkçe yer isimlerinde vurgu tipik olarak ilk hecede yer alır. Bu nedenle birincil vurgu işareti ilk hecenin başında [ˈbuɾ.sa] olmalıdır. Kelimenin sesletimi temel ünsüz [ɾ] içerir. HATA ANALİZİ: Referans 1, kelimenin bir şehir ismi olduğunu (özel isim istisnasını) tanıyamadığı için standart bir cins isimmiş gibi vurguyu hatalı bir şekilde son heceye kaydırmış ve izin verilen sembol havuzunda olmayan, aşırı formatlanmış yarı-sürtünmeli/ötümsüz bir 'r' (ɾ̞̊) kullanmıştır. Referans 2 ise yer ismi vurgu istisnasını başarılı biçimde yakalamış ve doğru sembolleri kullanmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki kural eklenmelidir: 1) 'Toponim (Yer İsmi) Vurgu Kuralı: İki heceli yerisimleri (şehir, ilçe, ülke) işlenirken, sistemsel son hece vurgusu standardını ez ve birincil vurguyu (ˈ) aksi belirtilmedikçe her zaman ilk hecenin başına yerleştir.' 2) 'Geçerli Sembol Filtresi: Sistem yalnızca izin verilen IPA havuzundaki varyantları kullanmaya zorlanmalı; ɾ̞̊ gibi havuz dışı diyakritik semboller temel [ɾ] sembolüne eşitlenmelidir.'",/buɾ̞̊.ˈsa/,false
Diyarbakır,/di.ˈjaɾ.ba.kʰɯɾ/,d i j a ɾ b a kʰ ɯ ɾ,0.95,"DOĞRU KURALLAR: 'Diyarbakır' özel bir yer adıdır ve Türkçe yer adlarında sıklıkla görülen 'Sezer Vurgu Kuralları'na veya birleşik isim vurgusuna uyar. Standart kelimelerin aksine vurgu sonda değil, 'yar' hecesindedir. Hece başındaki ötümsüz patlayıcı 'k' sesi kural gereği aspire edilir [kʰ]. HATA ANALİZİ: Referans 1 ve Referans 2, kelimenin yer adı formatını gözden kaçırmış ve ezberlenmiş son hece vurgusu atamıştır. Ayrıca Referans 1 izin verilen havuzda bulunmayan kelime sonu desonorizasyon (ɾ̞̊) sembolünü kullanmış, Referans 2 ise zorunlu 'k' aspirasyonu kuralını [kʰ] atlamıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya şu kuralların eklenmesi şarttır: 1) 'Yer Adı Vurgusu (Sezer Kuralı): Şehir ve özel yer isimlerini tespit et; kelimede sondan üçüncü hece kapalı (ağır), sondan ikinci hece açık (hafif) ise varsayılan kelime sonu vurgusunu iptal ederek birincil vurguyu (ˈ) sondan üçüncü heceye sabitle.' 2) 'Hece Başı Aspirasyon: Standart hece başı ötümsüz patlayıcıları komşu bir sürtünmelinin (s, ʃ vb.) engellemediği tüm durumlarda daima soluklu (pʰ, tʰ, kʰ, cʰ) varyantlarıyla transkribe et.'",/di.jaɾ.ba.ˈkʰɯɾ̞̊/,false
Erzincan,/æɾ.ˈziɲ.dʒan/,æ ɾ z i ɲ d͡ʒ a n,0.95,"DOĞRU KURALLAR: 1) Vurgu: 'Erzincan' bir yer adıdır (toponim). Türkçe yer adları vurgu kuralı (Sezer Kuralı) gereği, bütün heceleri ağır (CVC.CVC.CVC) olan bu şehir adında vurgu sondan bir önceki (penult) heceye [ˈziɲ] kayar. 2) Ünsüz / Yer Benzeşmesi: Dişyuvası (alveolar) /n/ ünsüzü, kendisinden sonra gelen /dʒ/ ünsüzünün etkisiyle gerileyici yer benzeşmesine (regressive place assimilation) uğrayarak damaksıl /ɲ/ (palatal nasal) sesine dönüşür. 3) Açık 'e': Kapalı hecede, akıcı /ɾ/ sesi öncesinde bulunan 'e' ünlüsü açılarak [æ] sesbirimciğini alır. HATA ANALİZİ: Referans 1 ve 2, yer adlarındaki (toponimlerdeki) vurgu kaymasını istisna olarak tanımlayamadıkları için genel Türkçe kuralı olan kelime sonu vurgusunu işletip vurguyu [ˈdʒan] hecesine koyma hatasına düşmüştür. Ayrıca Referans 2, /n/ ünsüzündeki yer benzeşmesini atlamıştır. Her iki referans da izin verilen havuzda bulunmayan üst bağ işaretli ligatür (d͡ʒ) kullanmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya şu kurallar eklenmelidir: 1) 'Yer Adı Vurgusu İstisnası (Toponym Stress): Kelime bir il/ilçe adıysa CVC.CVC.CVC diziliminde varsayılan son hece vurgusunu ez ve birincil vurguyu (ˈ) sondan bir önceki heceye sabitle.' 2) 'Nazal Yer Benzeşmesi Kuralı: /n/ sesinden hemen sonra [dʒ] veya [tʃ] geliyorsa, /n/ sesini zorunlu olarak palatal [ɲ] olarak transkribe et.' 3) 'Ligatür Temizliği: Çift sesletimli (affricate) ünsüzleri yazarken havuzdaki tʃ ve dʒ sembollerini kullan, t͡ʃ veya d͡ʒ gibi bağ işaretleri üretme.'",/æɾ.ziɲ.ˈd͡ʒan/,false
Erzurum'u,/ˈæɾ.zu.ɾu.mu/,æ ɾ z u ɾ u m u,0.95,"DOĞRU KURALLAR: Kelime bir özel isimdir (yer adıdır) ve yer adlarına özgü vurgu kuralına (Sezer Vurgusu) tabidir. 'Er-zu-rum' kelimesinde sondan bir önceki hece (penult - zu) açık/hafif, ondan önceki hece (antepenult - er) ise kapalı/ağır hece olduğu için, vurgu başa (antepenult) kayar [ˈæɾ.zu.ɾum]. Belirtme durumu eki '-u' eklendiğinde kelime sonundaki 'm' ünsüzü bir sonraki hecenin başına geçer (heceleme: Er-zu-ru-mu), ancak yer adlarında çekim eki geldiğinde kökteki vurgu yeri değişmez, vurgu ilk hecede kalır. Kelimenin başındaki 'e' ünlüsü, ardından gelen 'r' ünsüzünün etkisiyle açık [æ] olarak telaffuz edilir. HATA ANALİZİ: Referans 1, kelimenin özel isim olduğunu algılamadan standart kelime sonu vurgusu kuralını işletip vurguyu eke [mu] vermiştir. Referans 2 ise Sezer Vurgusu'nu bilmediği için kelime köküne hatalı bir vurgu atamış [ɾu] ve bunu eke yansıtmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kural eklenmelidir: 'Yer Adlarında Vurgu (Sezer Kuralı): Hece ağırlığına göre, eğer üç heceli bir yer adı CVC-CV-CVC (ağır-hafif-ağır) yapısındaysa (örn. Ankara, Erzurum), vurguyu her zaman ilk (antepenult) heceye ata. Ünlüyle başlayan bir çekim eki gelse ve ulanan hece yapısı değişse bile kökün ilk hecesindeki vurguyu koru.'",/æɾ.zu.ɾu.ˈmu/,false
Eski Yunanca,/æs.ˈciju.ˈnaɲ.dʒa/,æ s c i j u n a ɲ d͡ʒ a,0.95,"DOĞRU KURALLAR: Eski kelimesinde kapalı hecedeki 'e' açık ünlüsü [æ] olarak belirebilir. 'k' sesi ince 'i' önünde damaksıllaşır [c] ve 's' sonrasında olduğu için aspirasyon (solukluluk) taşımaz. Dil ismi türeten '-ca/-ce' eki vurgu almaz; bu kelimede vurgu 'nan' hecesindedir. Ayrıca diş-yuva (alveolar) /n/ ünsüzü, kendisinden sonraki damak-dişyuva ardı 'c' [dʒ] ünsüzüne rastladığında gerileyici (anticipatory) benzeşme ile damaksıl [ɲ] varyantına dönüşür. HATA ANALİZİ: Referans 1, 's' sonrası patlayıcıdaki aspirasyon yitimini uygulamayarak hatalı bir şekilde [cʰ] yazmış ve '-ca' ekinin vurgu istisnasını atlamıştır. Referans 2, ekin vurgu durumunu doğru görmesine rağmen isim tamlamasındaki kelimeleri hece sınırıyla (ci.ju) tek sözcük gibi birleştirmiş ve dar fonetik bildirimler arasındaki /n/ -> [ɲ] benzeşmesini atlamıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Vurgu İstisnası: Dil ismi türeten -ca/-ce ekleri kesinlikle vurgu almaz; birincil vurguyu (ˈ) kök/gövdedeki son heceye sabitle.' 2) 'Nazal Benzeşme: /n/ ünsüzü [tʃ, dʒ] gibi affrikatlardan hemen önce geliyorsa, dar çeviri kuralı olarak daima [ɲ] sesine dönüştür.' 3) 'Aspirasyon Yitimi: [s, ʃ] sürtünmelilerinden sonra takip eden p, t, k, c patlayıcılarını asla soluklu/aspirasyonlu (ʰ) olarak işaretleme.'",/æs.ˈcʰiju.naɲ.ˈd͡ʒa/,false
Eski İngilizce,/es.ˈciiɲ.ɟi.ˈliz.dʒe/,e s c i i ɲ ɟ i l i z d͡ʒ e,0.95,"DOĞRU KURALLAR: 1) Vurgu: 'Eski' kelimesinde vurgu son hecededir. 'İngilizce' sözcüğündeki -ce eki vurgu almaz ve birincil vurguyu bir önceki heceye bırakır [iɲ.ɟi.ˈliz.dʒe]. 2) Nazal Assimilasyon: 'İngilizce' kelimesindeki 'g' harfi, çevresindeki ince ünlüler sebebiyle damaksıllaşır [ɟ]. Bu ses, öncesindeki 'n' ünsüzünü damaksıl nazal [ɲ] varyantına dönüştürür. 3) Aspirasyon Kaybı: 'Eski' kelimesinde 's' sesinden sonra gelen patlayıcılar soluklanmaz; 'k' sesi yalnız damaksıllaşır [c] ancak aspire olmaz. HATA ANALİZİ: Ref 1, 's' sonrası aspirasyon kaybı istisnasını bilmediği için [cʰ] üretmiştir. Ayrıca 'e' başlangıç ünlüsünü standart dışı biçimde aşırı açarak [æ] yapmış ve sembol setinde izni olmayan bağlama kemeri (͡) içeren [d͡ʒ] karakterini kullanmıştır. Ref 2 tamamen halüsinasyon görerek morfofonolojik yapıyı bozmuş, '-ce' ekini [zæ] şeklinde hecelemiş ve [ɟ] damaksıl patlamasını hatalı şekilde yutmuştur. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu katı kuralların eklenmesi şarttır: 1) 'Sürtünmeli Sonrası Kuralı': Eğer [p, t, k, c] patlayıcılarından hemen önce [s] veya [ʃ] geliyorsa aspirasyon (ʰ) özelliğini iptal et. 2) 'Damaksıl Nazal Kuralı': /n/ sesi, [ɟ] veya [c] ile bitişikse transkripsiyonda her zaman [ɲ] kullan. 3) 'Vurgusuz Ekler Listesi': Dil türeten -ca/-ce ekinin vurgusuz olduğunu hardcode et ve birincil vurguyu bir önceki heceye sabitle. 4) 'Sembol Seti Validasyonu': Afrika sesleri oluştururken bağ tildesi (͡) kullandırtma, dizgesel olarak yalnızca 'dʒ' ve 'tʃ' sekanslarına izin ver.",/æs.ˈcʰiiɲ.ɟi.ˈliz.d͡ʒe/,false
Fiji dili,/ˈfi.ʒidi.ˈli/,f i ʒ i d i l i,0.95,"DOĞRU KURALLAR: Türkçe sesbiliminde iki heceli yabancı coğrafi isimlerin vurgusu genellikle ilk heceye kayar (Toponim vurgusu), bu nedenle 'Fiji' kelimesinin vurgusu ilk hecededir [ˈfi.ʒi]. 'dili' kelimesi standart kurala bağlamında son hecesinden vurgulanır [di.ˈli]. Türkçede 'j' grafemi standart olarak [ʒ] sürtünmelisi ile sesletilir. İnce 'i' ünlüsünün yanındaki 'l' alveolar/ince [l] olarak gerçekleşir. HATA ANALİZİ: Referans 1, yer adları kuralını atlayarak 'Fiji' sözcüğüne standart Türkçe kelime sonu vurgusu [fi.ˈʒi] uygulamıştır. Referans 2, kelimeler arasındaki boşluğu kaldırarak ifadeyi tek kelimeymiş gibi birleştirmiş, izin verilmeyen bağ işaretli (d͡ʒ) İngilizce kaynaklı telaffuzu kullanmış ve 'j' harfinin Türkçedeki okunuş kuralını ([ʒ]) ihlal etmiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu katı kurallar eklenmelidir: 1) 'Karakter Haritalama: Türkçedeki j harfini bağlamdan bağımsız olarak daima [ʒ] şeklinde transkribe et, yabancı okunuş varsayımlarından (örn. [dʒ]) kaçın.' 2) 'Kelime Sınırları: Girdideki kelimeler arası boşlukları mutlaka koru.' 3) 'Toponim Vurgusu: İki heceli ülke, şehir ve yabancı yer adlarında birincil vurguyu (ˈ) yerel toponim kuralı gereği ilk heceye yerleştir.'",/fi.ˈʒidi.ˈli/,false
